"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2021;"97410";"9500628";"bentazone";"25057-89-0";"5.22";"Env B";"";"Non"
2021;"97410";"9600025";"fosetyl-aluminium";"39148-24-8";"21.6";"Autre";"";"Non"
2021;"97410";"9700332";"azoxystrobine";"131860-33-8";"10.25";"Santé A";"";"Non"
2021;"97410";"9800144";"indoxacarbe";"173584-44-6";"1.086";"Santé A";"";"Non"
2021;"97410";"9800219";"ethephon";"16672-87-0";"2.4";"Santé A";"";"Non"
2021;"97410";"9800244";"fenhexamid";"126833-17-8";"0.75";"Env A";"";"Non"
2021;"97410";"9800336";"lambda-cyhalothrine";"91465-08-6";"9.725";"Santé A";"Substitution";"Non"
2021;"97410";"9800484";"etoxazole";"153233-91-1";"1.21";"Env A";"";"Non"
2021;"97410";"9900227";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"20";"Santé A";"Substitution";"Non"
2021;"97410";"9900242";"mancozebe";"8018-01-7";"67.5";"CMR";"Exclusion";"Non"
2021;"97411";"2010282";"cypermethrine";"52315-07-8";"2.1";"Env A";"";"Non"
2021;"97411";"2060098";"spinosad";"168316-95-8";"1.008";"Env A";"";"Non"
2021;"97411";"2100026";"cypermethrine";"52315-07-8";"0.5";"Env A";"";"Non"
2021;"97411";"2110012";"cyazofamide";"120116-88-3";"1.12";"Env A";"";"Non"
2021;"97411";"2110115";"cypermethrine";"52315-07-8";"0.5";"Env A";"";"Non"
2021;"97411";"2130075";"metaldehyde";"108-62-3";"0.2";"CMR";"";"Non"
2021;"97411";"2130251";"lambda-cyhalothrine";"91465-08-6";"0.1";"Santé A";"Substitution";"Non"
2021;"97411";"2140085";"abamectine";"71751-41-2";"0.252";"CMR";"";"Non"
2021;"97411";"2150140";"glyphosate";"1071-83-6";"3.6";"Env A";"";"Non"
2021;"97411";"2170042";"glyphosate";"1071-83-6";"6.75";"Env A";"";"Non"
2021;"97411";"5100219";"soufre sublime";"7704-34-9";"24.75";"Autre";"";"Non"
2021;"97411";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"21";"Env A";"Substitution";"Non"
2021;"97411";"8500174";"abamectine";"71751-41-2";"0.036";"CMR";"";"Non"
2021;"97411";"9200215";"cymoxanil";"57966-95-7";"0.72";"CMR";"";"Non"
2021;"97411";"9200215";"metirame";"9006-42-2";"8.55";"Env A";"";"Non"
2021;"97411";"9700332";"azoxystrobine";"131860-33-8";"0.5";"Santé A";"";"Non"
2021;"97411";"9800144";"indoxacarbe";"173584-44-6";"0.636";"Santé A";"";"Non"
2021;"97411";"9800336";"lambda-cyhalothrine";"91465-08-6";"0.2";"Santé A";"Substitution";"Non"
2021;"97411";"9900037";"trifloxystrobine";"141517-21-7";"0.5";"Env A";"";"Non"
2021;"97411";"9900242";"mancozebe";"8018-01-7";"15";"CMR";"Exclusion";"Non"
2021;"97413";"2000044";"fluazifop-p-butyl";"79241-46-6";"5.125";"CMR";"";"Non"
2021;"97413";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"2.88";"Santé A";"Substitution";"Non"
2021;"97413";"2010023";"deltamethrine";"52918-63-5";"0.09";"Santé A";"";"Non"
2021;"97413";"2010282";"cypermethrine";"52315-07-8";"2.4";"Env A";"";"Non"
2021;"97413";"2060084";"boscalid";"188425-85-6";"4.005";"Env A";"";"Non"
2021;"97413";"2060084";"pyraclostrobine";"175013-18-0";"1.005";"Santé A";"";"Non"
2021;"97413";"2060098";"spinosad";"168316-95-8";"2.544";"Env A";"";"Non"
2021;"97413";"2060130";"spinosad";"168316-95-8";"0.00024";"Env A";"";"Non"
2021;"97413";"2060194";"tefluthrine";"79538-32-2";"0.36";"Santé A";"";"Non"
2021;"97413";"2070136";"cymoxanil";"57966-95-7";"0.4";"CMR";"";"Non"
2021;"97413";"2070136";"mancozebe";"8018-01-7";"4.65";"CMR";"Exclusion";"Non"
2021;"97413";"2090136";"fluopicolide";"239110-15-7";"1.25";"Env A";"";"Non"
2021;"97413";"2090136";"propamocarbe hcl";"25606-41-1";"12.5";"Autre";"";"Non"
2021;"97413";"2100026";"cypermethrine";"52315-07-8";"5.5";"Env A";"";"Non"
2021;"97413";"2100122";"chlorantraniliprole";"500008-45-7";"0.945";"Env A";"";"Non"
2021;"97413";"2100212";"tebuconazole";"107534-96-3";"0.5";"CMR";"";"Non"
2021;"97413";"2100212";"trifloxystrobine";"141517-21-7";"0.25";"Env A";"";"Non"
2021;"97413";"2110012";"cyazofamide";"120116-88-3";"1.92";"Env A";"";"Non"
2021;"97413";"2110073";"indoxacarbe";"173584-44-6";"0.15";"Santé A";"";"Non"
2021;"97413";"2110101";"pyraflufen-ethyl";"129630-19-9";"0.6625";"Env A";"";"Non"
2021;"97413";"2110115";"cypermethrine";"52315-07-8";"2.7";"Env A";"";"Non"
2021;"97413";"2110143";"metribuzine";"21087-64-9";"1.2";"Env A";"";"Non"
2021;"97413";"2120067";"cymoxanil";"57966-95-7";"12.15";"CMR";"";"Non"
2021;"97413";"2120092";"ametoctradine";"865318-97-4";"1.5";"Env A";"";"Non"
2021;"97413";"2120092";"dimethomorphe";"110488-70-5";"1.125";"Env A";"";"Non"
2021;"97413";"2130075";"metaldehyde";"108-62-3";"2";"CMR";"";"Non"
2021;"97413";"2130115";"deltamethrine";"52918-63-5";"0.000264";"Santé A";"";"Non"
2021;"97413";"2130251";"lambda-cyhalothrine";"91465-08-6";"0.2";"Santé A";"Substitution";"Non"
2021;"97413";"2140085";"abamectine";"71751-41-2";"0.27";"CMR";"";"Non"
2021;"97413";"2140118";"dimethomorphe";"110488-70-5";"2.7";"Env A";"";"Non"
2021;"97413";"2140118";"mancozebe";"8018-01-7";"18";"CMR";"Exclusion";"Non"
2021;"97413";"2140165";"metribuzine";"21087-64-9";"1.4";"Env A";"";"Non"
2021;"97413";"2140201";"cyflufenamid";"180409-60-3";"0.015";"Env A";"";"Non"
2021;"97413";"2140201";"difenoconazole";"119446-68-3";"0.125";"Env A";"";"Non"
2021;"97413";"2150140";"glyphosate";"1071-83-6";"262.8";"Env A";"";"Non"
2021;"97413";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"2";"Env A";"Substitution";"Non"
2021;"97413";"8400600";"fluroxypyr-meptyl";"81406-37-3";"0.5764";"Autre";"";"Non"
2021;"97413";"8500174";"abamectine";"71751-41-2";"0.036";"CMR";"";"Non"
2021;"97413";"8600243";"aclonifen";"74070-46-5";"60";"CMR";"";"Non"
2021;"97413";"8800841";"difenoconazole";"119446-68-3";"0.875";"Env A";"";"Non"
2021;"97413";"8900564";"tau-fluvalinate";"102851-06-9";"0.48";"Env A";"";"Non"
2021;"97413";"8900677";"benalaxyl";"71626-11-4";"0.4";"Env A";"";"Non"
2021;"97413";"8900677";"mancozebe";"8018-01-7";"3.25";"CMR";"Exclusion";"Non"
2021;"97413";"8900681";"pendimethaline";"40487-42-1";"6";"Env A";"Substitution";"Non"
2021;"97413";"9200159";"pyrimethanil";"53112-28-0";"4.4";"Env A";"";"Non"
2021;"97413";"9200215";"cymoxanil";"57966-95-7";"2.16";"CMR";"";"Non"
2021;"97413";"9200215";"metirame";"9006-42-2";"25.65";"Env A";"";"Non"
2021;"97413";"9500568";"cyprodinyl";"121552-61-2";"2.25";"Env A";"";"Non"
2021;"97413";"9500568";"fludioxonil";"131341-86-1";"1.5";"Env A";"";"Non"
2021;"97413";"9500628";"bentazone";"25057-89-0";"33.93";"Env B";"";"Non"
2021;"97413";"9700332";"azoxystrobine";"131860-33-8";"15.5";"Santé A";"";"Non"
2021;"97413";"9800144";"indoxacarbe";"173584-44-6";"0.9";"Santé A";"";"Non"
2021;"97413";"9800336";"lambda-cyhalothrine";"91465-08-6";"3.95";"Santé A";"Substitution";"Non"
2021;"97413";"9900227";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"4";"Santé A";"Substitution";"Non"
2021;"97413";"9900242";"mancozebe";"8018-01-7";"22.5";"CMR";"Exclusion";"Non"
2021;"97414";"2000044";"fluazifop-p-butyl";"79241-46-6";"3.375";"CMR";"";"Non"
2021;"97414";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"3.24";"Santé A";"Substitution";"Non"
2021;"97414";"2000519";"2,4-d";"94-75-7";"6";"Env B";"";"Non"
2021;"97414";"2010023";"deltamethrine";"52918-63-5";"0.105";"Santé A";"";"Non"
2021;"97414";"2010282";"cypermethrine";"52315-07-8";"10.6";"Env A";"";"Non"
2021;"97414";"2060084";"boscalid";"188425-85-6";"2.136";"Env A";"";"Non"
2021;"97414";"2060084";"pyraclostrobine";"175013-18-0";"0.536";"Santé A";"";"Non"
2021;"97414";"2060098";"spinosad";"168316-95-8";"8.784";"Env A";"";"Non"
2021;"97414";"2060130";"spinosad";"168316-95-8";"0.00216";"Env A";"";"Non"
2021;"97414";"2060194";"tefluthrine";"79538-32-2";"0.18";"Santé A";"";"Non"
2021;"97414";"2080060";"pyriproxyfene";"95737-68-1";"0.2";"Env A";"";"Non"
2021;"97414";"2080114";"cymoxanil";"57966-95-7";"0.5";"CMR";"";"Non"
2021;"97414";"2080114";"propamocarbe hcl";"25606-41-1";"4";"Autre";"";"Non"
2021;"97414";"2080129";"meptyldinocap";"131-72-6";"1.05";"Env A";"";"Non"
2021;"97414";"2080136";"pyridate";"55512-33-9";"0.45";"Env A";"";"Non"
2021;"97414";"2090127";"huile essentielle d'orange douce";"8028-48-6";"0.6";"Env A";"";"Non"
2021;"97414";"2100026";"cypermethrine";"52315-07-8";"3";"Env A";"";"Non"
2021;"97414";"2100122";"chlorantraniliprole";"500008-45-7";"1.89";"Env A";"";"Non"
2021;"97414";"2100231";"emamectine benzoate";"155569-91-8";"0.114";"Santé A";"";"Non"
2021;"97414";"2110012";"cyazofamide";"120116-88-3";"1.12";"Env A";"";"Non"
2021;"97414";"2110073";"indoxacarbe";"173584-44-6";"0.15";"Santé A";"";"Non"
2021;"97414";"2110086";"spirotetramat";"203313-25-1";"0.3";"CMR";"";"Non"
2021;"97414";"2110101";"pyraflufen-ethyl";"129630-19-9";"0.795";"Env A";"";"Non"
2021;"97414";"2110115";"cypermethrine";"52315-07-8";"1.8";"Env A";"";"Non"
2021;"97414";"2110143";"metribuzine";"21087-64-9";"1.2";"Env A";"";"Non"
2021;"97414";"2120048";"aminopyralid";"150114-71-9";"0.18";"Env A";"";"Non"
2021;"97414";"2120048";"triclopyr";"55335-06-3";"1.44";"Env B";"";"Non"
2021;"97414";"2130075";"metaldehyde";"108-62-3";"1.6";"CMR";"";"Non"
2021;"97414";"2130115";"deltamethrine";"52918-63-5";"0.001848";"Santé A";"";"Non"
2021;"97414";"2130244";"difenoconazole";"119446-68-3";"0.25";"Env A";"";"Non"
2021;"97414";"2130244";"mandipropamide";"374726-62-2";"0.25";"Env A";"";"Non"
2021;"97414";"2130251";"lambda-cyhalothrine";"91465-08-6";"0.2";"Santé A";"Substitution";"Non"
2021;"97414";"2140085";"abamectine";"71751-41-2";"1.242";"CMR";"";"Non"
2021;"97414";"2140165";"metribuzine";"21087-64-9";"0.7";"Env A";"";"Non"
2021;"97414";"2140201";"cyflufenamid";"180409-60-3";"0.405";"Env A";"";"Non"
2021;"97414";"2140201";"difenoconazole";"119446-68-3";"3.375";"Env A";"";"Non"
2021;"97414";"2150140";"glyphosate";"1071-83-6";"212.4";"Env A";"";"Non"
2021;"97414";"2160272";"hexythiazox";"78587-05-0";"0.0625";"Env A";"";"Non"
2021;"97414";"2190148";"difenoconazole";"119446-68-3";"0.05";"Env A";"";"Non"
2021;"97414";"2190148";"fluxapyroxad";"907204-31-3";"0.075";"CMR";"";"Non"
2021;"97414";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"10";"Env A";"Substitution";"Non"
2021;"97414";"7600008";"bupirimate";"41483-43-6";"0.25";"CMR";"";"Non"
2021;"97414";"8300025";"penconazole";"66246-88-6";"0.3";"CMR";"";"Non"
2021;"97414";"8500174";"abamectine";"71751-41-2";"0.315";"CMR";"";"Non"
2021;"97414";"8800029";"phenmediphame";"13684-63-4";"0.8";"Env A";"";"Non"
2021;"97414";"8800841";"difenoconazole";"119446-68-3";"0.75";"Env A";"";"Non"
2021;"97414";"9200159";"pyrimethanil";"53112-28-0";"0.4";"Env A";"";"Non"
2021;"97414";"9200215";"cymoxanil";"57966-95-7";"0.12";"CMR";"";"Non"
2021;"97414";"9200215";"metirame";"9006-42-2";"1.425";"Env A";"";"Non"
2021;"97414";"9300504";"huile de vaseline";"8042-47-5";"114.38";"Autre";"";"Non"
2021;"97414";"9500568";"cyprodinyl";"121552-61-2";"0.75";"Env A";"";"Non"
2021;"97414";"9500568";"fludioxonil";"131341-86-1";"0.5";"Env A";"";"Non"
2021;"97414";"9600025";"fosetyl-aluminium";"39148-24-8";"1.6";"Autre";"";"Non"
2021;"97414";"9700332";"azoxystrobine";"131860-33-8";"6.5";"Santé A";"";"Non"
2021;"97414";"9800144";"indoxacarbe";"173584-44-6";"0.075";"Santé A";"";"Non"
2021;"97414";"9800336";"lambda-cyhalothrine";"91465-08-6";"5.125";"Santé A";"Substitution";"Non"
2021;"97414";"9900227";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"6";"Santé A";"Substitution";"Non"
2021;"97414";"9900242";"mancozebe";"8018-01-7";"7.5";"CMR";"Exclusion";"Non"
2021;"97416";"2000044";"fluazifop-p-butyl";"79241-46-6";"0.625";"CMR";"";"Non"
2021;"97416";"2010282";"cypermethrine";"52315-07-8";"0.1";"Env A";"";"Non"
2021;"97416";"2080136";"pyridate";"55512-33-9";"0.45";"Env A";"";"Non"
2021;"97416";"2130075";"metaldehyde";"108-62-3";"0.4";"CMR";"";"Non"
2021;"97416";"2140085";"abamectine";"71751-41-2";"0.054";"CMR";"";"Non"
2021;"97416";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"4";"Env A";"Substitution";"Non"
2021;"97416";"8400600";"fluroxypyr-meptyl";"81406-37-3";"0.2882";"Autre";"";"Non"
2021;"97416";"8800841";"difenoconazole";"119446-68-3";"0.125";"Env A";"";"Non"
2021;"97416";"9700332";"azoxystrobine";"131860-33-8";"1";"Santé A";"";"Non"
2021;"97416";"9800219";"ethephon";"16672-87-0";"0.6";"Santé A";"";"Non"
2021;"97416";"9800336";"lambda-cyhalothrine";"91465-08-6";"0.1";"Santé A";"Substitution";"Non"
2021;"97417";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"0.36";"Santé A";"Substitution";"Non"
2021;"97417";"2060098";"spinosad";"168316-95-8";"0.384";"Env A";"";"Non"
2021;"97417";"2090127";"huile essentielle d'orange douce";"8028-48-6";"0.3";"Env A";"";"Non"
2021;"97417";"2110143";"metribuzine";"21087-64-9";"0.6";"Env A";"";"Non"
2021;"97417";"2110149";"huile de colza";"8002-13-9";"0.015041";"Autre";"";"Non"
2021;"97417";"2130115";"deltamethrine";"52918-63-5";"0.001056";"Santé A";"";"Non"
2021;"97418";"2000044";"fluazifop-p-butyl";"79241-46-6";"9.125";"CMR";"";"Non"
2021;"97418";"2000299";"clomazone";"81777-89-1";"1.08";"Env A";"";"Non"
2021;"97418";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"37.08";"Santé A";"Substitution";"Non"
2021;"97418";"2000519";"2,4-d";"94-75-7";"69";"Env B";"";"Non"
2021;"97418";"2010023";"deltamethrine";"52918-63-5";"0.99";"Santé A";"";"Non"
2021;"97418";"2010282";"cypermethrine";"52315-07-8";"44.5";"Env A";"";"Non"
2021;"97418";"2010602";"cymoxanil";"57966-95-7";"18.24";"CMR";"";"Non"
2021;"97418";"2010602";"mancozebe";"8018-01-7";"212.04";"CMR";"Exclusion";"Non"
2021;"97418";"2060050";"metrafenone";"220899-03-6";"1.5";"Env A";"";"Non"
2021;"97418";"2060084";"boscalid";"188425-85-6";"22.428";"Env A";"";"Non"
2021;"97418";"2060084";"pyraclostrobine";"175013-18-0";"5.628";"Santé A";"";"Non"
2021;"97418";"2060098";"spinosad";"168316-95-8";"17.376";"Env A";"";"Non"
2021;"97418";"2060113";"bifenazate";"149877-41-8";"0.3";"Env A";"";"Non"
2021;"97418";"2060194";"tefluthrine";"79538-32-2";"0.18";"Santé A";"";"Non"
2021;"97418";"2070136";"cymoxanil";"57966-95-7";"13.6";"CMR";"";"Non"
2021;"97418";"2070136";"mancozebe";"8018-01-7";"158.1";"CMR";"Exclusion";"Non"
2021;"97418";"2080060";"pyriproxyfene";"95737-68-1";"0.4";"Env A";"";"Non"
2021;"97418";"2080098";"mandipropamide";"374726-62-2";"1.25";"Env A";"";"Non"
2021;"97418";"2080114";"cymoxanil";"57966-95-7";"30";"CMR";"";"Non"
2021;"97418";"2080114";"propamocarbe hcl";"25606-41-1";"240";"Autre";"";"Non"
2021;"97418";"2080129";"meptyldinocap";"131-72-6";"0.7";"Env A";"";"Non"
2021;"97418";"2080136";"pyridate";"55512-33-9";"1.35";"Env A";"";"Non"
2021;"97418";"2090127";"huile essentielle d'orange douce";"8028-48-6";"2.4";"Env A";"";"Non"
2021;"97418";"2090136";"fluopicolide";"239110-15-7";"23.125";"Env A";"";"Non"
2021;"97418";"2090136";"propamocarbe hcl";"25606-41-1";"231.25";"Autre";"";"Non"
2021;"97418";"2100026";"cypermethrine";"52315-07-8";"19";"Env A";"";"Non"
2021;"97418";"2100122";"chlorantraniliprole";"500008-45-7";"6.405";"Env A";"";"Non"
2021;"97418";"2100212";"tebuconazole";"107534-96-3";"0.5";"CMR";"";"Non"
2021;"97418";"2100212";"trifloxystrobine";"141517-21-7";"0.25";"Env A";"";"Non"
2021;"97418";"2100231";"emamectine benzoate";"155569-91-8";"0.4275";"Santé A";"";"Non"
