"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2019;"00000";"2000207";"folpel";"133-07-3";"25";"CMR";"";"Non"
2019;"00000";"2000208";"florasulame";"145701-23-1";"1.15";"Env A";"";"Non"
2019;"00000";"2000210";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"693.550";"Santé A";"";"Non"
2019;"00000";"2000236";"indoxacarbe";"173584-44-6";"1.8";"Santé A";"";"Non"
2019;"00000";"2000294";"mancozebe";"8018-01-7";"244.40897";"CMR";"";"Non"
2019;"00000";"2000294";"zoxamide";"156052-68-5";"21.815895";"Env A";"";"Non"
2019;"00000";"2000299";"clomazone";"81777-89-1";"529.11";"Env A";"";"Non"
2019;"00000";"2000316";"esfenvalerate";"66230-04-4";"21.60";"Santé A";"Substitution";"Non"
2019;"00000";"2000324";"deltamethrine";"52918-63-5";"140.8";"Santé A";"";"Non"
2019;"00000";"2000327";"carfentrazone ethyl";"128639-02-1";"432.7398";"Env A";"";"Non"
2019;"00000";"2000333";"epoxiconazole";"133855-98-8";"137.00";"CMR";"Exclusion";"Non"
2019;"00000";"2000333";"pyraclostrobine";"175013-18-0";"364.420";"Santé A";"";"Non"
2019;"00000";"2000338";"mancozebe";"8018-01-7";"4235.45";"CMR";"";"Non"
2019;"00000";"2000338";"zoxamide";"156052-68-5";"528.955";"Env A";"";"Non"
2019;"00000";"2000364";"nitrate de baryum";"10022-31-8";"2.48864";"Autre";"";"Non"
2019;"00000";"2000364";"soufre triture ventile";"7704-34-9";"1.24544";"Autre";"";"Non"
2019;"00000";"2000369";"metsulfuron-methyl";"74223-64-6";"16.22";"Env A";"Substitution";"Non"
2019;"00000";"2000380";"clethodime";"99129-21-2";"223.80";"Env B";"";"Non"
2019;"00000";"2000391";"2,4-d";"94-75-7";"1.45";"Env B";"";"Non"
2019;"00000";"2000391";"triclopyr";"55335-06-3";"1.6175";"Env B";"";"Non"
2019;"00000";"2000461";"prochloraze";"67747-09-5";"33.75";"Env A";"";"Non"
2019;"00000";"2000502";"chlorpyriphos-methyl";"5598-13-0";"0.1125";"Env A";"";"Non"
2019;"00000";"2000510";"fer sous forme de sulfate de fer";"7720-78-7";"3270.2928";"Autre";"";"Non"
2019;"00000";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"4020.3216";"Santé A";"";"Non"
2019;"00000";"2000519";"2,4-d";"94-75-7";"10398";"Env B";"";"Non"
2019;"00000";"2000536";"1-dodecanol";"112-53-8";"8.36604";"Env A";"";"Non"
2019;"00000";"2000536";"1-tetradecanol";"112-72-1";"1.94114";"Env A";"";"Non"
2019;"00000";"2000536";"e8,e10-dodecadiene-1-ol";"33956-49-9";"14.32616";"Env A";"";"Non"
2019;"00000";"2010023";"deltamethrine";"52918-63-5";"23.97420";"Santé A";"";"Non"
2019;"00000";"2010025";"desmediphame";"13684-56-5";"4.125";"Env A";"";"Non"
2019;"00000";"2010025";"ethofumesate";"26225-79-6";"24.915";"Env A";"";"Non"
2019;"00000";"2010025";"phenmediphame";"13684-63-4";"12.375";"Env A";"";"Non"
2019;"00000";"2010027";"milbemectine";"51596-10-2";"0.00465";"Env A";"";"Non"
2019;"00000";"2010030";"mepiquat-chlorure";"24307-26-4";"550.275";"Env B";"";"Non"
2019;"00000";"2010030";"prohexadione-calcium";"127277-53-6";"91.7125";"Env B";"";"Non"
2019;"00000";"2010035";"2,4-mcpa";"94-74-6";"40.71";"Env A";"";"Non"
2019;"00000";"2010035";"dichlorprop-p";"15165-67-0";"20.355";"Autre";"";"Non"
2019;"00000";"2010035";"mecoprop-p (mcpp-p)";"16484-77-8";"20.355";"Env A";"";"Non"
2019;"00000";"2010047";"2,4-d";"94-75-7";"2.668";"Env B";"";"Non"
2019;"00000";"2010047";"triclopyr";"55335-06-3";"2.9762";"Env B";"";"Non"
2019;"00000";"2010099";"sels de potassium d'acides gras";"10124-65-9";"8.811583";"Autre";"";"Non"
2019;"00000";"2010100";"sels de potassium d'acides gras";"10124-65-9";"6.149832";"Autre";"";"Non"
2019;"00000";"2010100";"soufre";"7704-34-9";"3.70881";"Autre";"";"Non"
2019;"00000";"2010101";"soufre";"7704-34-9";"2.69892";"Autre";"";"Non"
2019;"00000";"2010118";"mancozebe";"8018-01-7";"2713.248";"CMR";"";"Non"
2019;"00000";"2010118";"metalaxyl-m";"70630-17-0";"164.49066";"Autre";"";"Non"
2019;"00000";"2010123";"cyanamide de calcium";"156-62-7";"936";"Autre";"";"Non"
2019;"00000";"2010130";"cuivre de l'oxyde cuivreux";"1317-39-1";"3861.2475";"Env A";"";"Non"
2019;"00000";"2010132";"pymetrozine";"123312-89-0";"320.5";"CMR";"";"Non"
2019;"00000";"2010239";"florasulame";"145701-23-1";"2.900";"Env A";"";"Non"
2019;"00000";"2010239";"fluroxypyr";"69377-81-7";"290.0";"Env B";"";"Non"
2019;"00000";"2010261";"flutolanil";"66332-96-5";"1.2";"Env A";"";"Non"
2019;"00000";"2010261";"mancozebe";"8018-01-7";"12";"CMR";"";"Non"
2019;"00000";"2010280";"metconazole";"125116-23-6";"254.5182";"CMR";"";"Non"
2019;"00000";"2010282";"cypermethrine";"52315-07-8";"209.500";"Env A";"";"Oui"
2019;"00000";"2010288";"trifloxystrobine";"141517-21-7";"0.125";"Env A";"";"Non"
2019;"00000";"2010321";"glyphosate";"1071-83-6";"0.00864";"Env A";"";"Non"
2019;"00000";"2010324";"metaldehyde";"108-62-3";"7.275";"Autre";"";"Non"
2019;"00000";"2010326";"metconazole";"125116-23-6";"1.08";"CMR";"";"Non"
2019;"00000";"2010349";"desmediphame";"13684-56-5";"600.660";"Env A";"";"Non"
2019;"00000";"2010349";"ethofumesate";"26225-79-6";"947.52";"Env A";"";"Non"
2019;"00000";"2010349";"phenmediphame";"13684-63-4";"769.860";"Env A";"";"Non"
2019;"00000";"2010398";"folpel";"133-07-3";"589.284";"CMR";"";"Non"
2019;"00000";"2010398";"metalaxyl-m";"70630-17-0";"71.450685";"Autre";"";"Non"
2019;"00000";"2010410";"soufre pour pulverisation (micronise)";"7704-34-9";"1383.112";"Autre";"";"Non"
2019;"00000";"2010415";"glyphosate";"1071-83-6";"413.9415";"Env A";"";"Non"
2019;"00000";"2010425";"metsulfuron-methyl";"74223-64-6";"1.76";"Env A";"Substitution";"Non"
2019;"00000";"2010427";"quizalofop-p-ethyl";"100646-51-3";"9.72";"Env A";"";"Non"
2019;"00000";"2010439";"2,4-d";"94-75-7";"0.0296";"Env B";"";"Non"
2019;"00000";"2010439";"2,4-mcpa";"94-74-6";"0.0584";"Env A";"";"Non"
2019;"00000";"2010441";"huile de vaseline";"8042-47-5";"32.68";"Autre";"";"Non"
2019;"00000";"2010495";"metaldehyde";"108-62-3";"11.25";"Autre";"";"Non"
2019;"00000";"2010502";"fluazinam";"79622-59-6";"12.5";"CMR";"";"Non"
2019;"00000";"2010509";"cuivre du sulfate de cuivre";"8011-63-0";"736.400";"Env A";"";"Non"
2019;"00000";"2010512";"pyrimethanil";"53112-28-0";"0.04";"Env A";"";"Non"
2019;"00000";"2010513";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"";"Autre";"";"Non"
2019;"00000";"2010530";"myclobutanil";"88671-89-0";"0.01125";"CMR";"";"Non"
2019;"00000";"2010531";"benoxacor";"98730-04-2";"38.700";"Autre";"";"Non"
2019;"00000";"2010531";"s-metolachlore";"87392-12-9";"786.900";"Env A";"";"Non"
2019;"00000";"2010537";"carfentrazone ethyl";"128639-02-1";"0.84";"Env A";"";"Non"
2019;"00000";"2010552";"folpel";"133-07-3";"52.65";"CMR";"";"Non"
2019;"00000";"2010552";"iprovalicarbe";"140923-17-7";"8.424";"CMR";"";"Non"
2019;"00000";"2010600";"cymoxanil";"57966-95-7";"32.64";"CMR";"";"Non"
2019;"00000";"2010600";"mancozebe";"8018-01-7";"379.44";"CMR";"";"Non"
2019;"00000";"2010602";"cymoxanil";"57966-95-7";"348.96";"CMR";"";"Non"
2019;"00000";"2010602";"mancozebe";"8018-01-7";"4056.66";"CMR";"";"Non"
2019;"00000";"2010617";"dimethenamide-p (dmta-p)";"163515-14-8";"0.0864";"Env A";"";"Non"
2019;"00000";"2010618";"cuivre du sulfate de cuivre";"8011-63-0";"113.828";"Env A";"";"Non"
2019;"00000";"2010640";"acide alpha naphtylacetique (ana)";"86-87-3";"0.20";"CMR";"";"Non"
2019;"00000";"2020003";"phosphate ferrique";"10045-86-0";"108.505683";"Autre";"";"Non"
2019;"00000";"2020014";"propaquizafop";"111479-05-1";"1.5";"Env A";"";"Non"
2019;"00000";"2020021";"laminarine";"9008-22-4";"78.440";"Autre";"";"Non"
2019;"00000";"2020047";"glyphosate";"1071-83-6";"3.6";"Env A";"";"Non"
2019;"00000";"2020048";"glyphosate";"1071-83-6";"36";"Env A";"";"Non"
2019;"00000";"2020062";"desmediphame";"13684-56-5";"0.250";"Env A";"";"Non"
2019;"00000";"2020062";"ethofumesate";"26225-79-6";"1.510";"Env A";"";"Non"
2019;"00000";"2020062";"phenmediphame";"13684-63-4";"0.750";"Env A";"";"Non"
2019;"00000";"2020064";"deltamethrine";"52918-63-5";"0.075";"Santé A";"";"Non"
2019;"00000";"2020065";"metribuzine";"21087-64-9";"0.028";"Env A";"";"Non"
2019;"00000";"2020069";"tau-fluvalinate";"102851-06-9";"1.68";"Env A";"";"Non"
2019;"00000";"2020099";"trifloxystrobine";"141517-21-7";"651.0";"Env A";"";"Non"
2019;"00000";"2020110";"mancozebe";"8018-01-7";"272.60285";"CMR";"";"Non"
2019;"00000";"2020110";"zoxamide";"156052-68-5";"24.332475";"Env A";"";"Non"
2019;"00000";"2020199";"goudrons de pin";"8011-48-1";"40.2";"Autre";"";"Non"
2019;"00000";"2020219";"fenoxaprop-p-ethyl";"71283-80-2";"12.558";"Env A";"";"Non"
2019;"00000";"2020226";"clethodime";"99129-21-2";"909.48";"Env B";"";"Non"
2019;"00000";"2020238";"pendimethaline";"40487-42-1";"60";"Env A";"Substitution";"Non"
2019;"00000";"2020241";"bacillus thuringiensis sérotype h 7";"68038-71-1";"26.46";"Autre";"";"Non"
2019;"00000";"2020264";"2,4-mcpa";"94-74-6";"1.8";"Env A";"";"Non"
2019;"00000";"2020264";"dicamba";"1918-00-9";"0.15";"Env B";"";"Non"
2019;"00000";"2020267";"lenacile";"2164-08-1";"6.4";"CMR";"";"Non"
2019;"00000";"2020296";"epoxiconazole";"133855-98-8";"0.84";"CMR";"Exclusion";"Non"
2019;"00000";"2020296";"fenpropimorphe";"67564-91-4";"2.5";"CMR";"";"Non"
2019;"00000";"2020339";"glyphosate";"1071-83-6";"9";"Env A";"";"Non"
2019;"00000";"2020429";"epoxiconazole";"133855-98-8";"2.25";"CMR";"Exclusion";"Non"
2019;"00000";"2020429";"pyraclostrobine";"175013-18-0";"5.985";"Santé A";"";"Non"
2019;"00000";"2020456";"florasulame";"145701-23-1";"0.055";"Env A";"";"Non"
2019;"00000";"2020456";"fluroxypyr";"69377-81-7";"5.5";"Env B";"";"Non"
2019;"00000";"2020474";"metazachlore";"67129-08-2";"267.5";"CMR";"";"Non"
2019;"00000";"2030011";"carfentrazone ethyl";"128639-02-1";"22.2";"Env A";"";"Non"
2019;"00000";"2030071";"metaldehyde";"108-62-3";"413.6";"Autre";"";"Non"
2019;"00000";"2030073";"metaldehyde";"108-62-3";"0.75";"Autre";"";"Non"
2019;"00000";"2030123";"flusilazole";"85509-19-9";"2.5";"Autre";"";"Non"
2019;"00000";"2030125";"deltamethrine";"52918-63-5";"2.01675";"Santé A";"";"Non"
2019;"00000";"2030131";"flazasulfuron";"104040-78-0";"6.55";"Env A";"";"Non"
2019;"00000";"2030174";"rimsulfuron";"122931-48-0";"6.705";"Env A";"";"Non"
2019;"00000";"2030175";"bacillus thuringiensis ssp kurstaki souche sa-11";"68038-71-1";"3678.944415";"Autre";"";"Non"
2019;"00000";"2030184";"soufre pour pulverisation (micronise)";"7704-34-9";"0.6";"Autre";"";"Non"
2019;"00000";"2030255";"tebuconazole";"107534-96-3";"20.00";"CMR";"";"Non"
2019;"00000";"2030259";"gibberellines (a4+a7)";"8030-53-3";"0.73";"Autre";"";"Non"
2019;"00000";"2030273";"lambda-cyhalothrine";"91465-08-6";"0.00025";"Santé A";"Substitution";"Non"
2019;"00000";"2030273";"pyrimicarbe";"23103-98-2";"0.005";"CMR";"";"Non"
2019;"00000";"2030323";"fludioxonil";"131341-86-1";"1311.075715";"Env A";"";"Non"
2019;"00000";"2030332";"2,4-d";"94-75-7";"3391.44";"Env B";"";"Non"
2019;"00000";"2030332";"dichlorprop-p";"15165-67-0";"1695.72";"Autre";"";"Non"
2019;"00000";"2030342";"chlormequat chlorure";"999-81-5";"5796.0";"Autre";"";"Non"
2019;"00000";"2030404";"pendimethaline";"40487-42-1";"140";"Env A";"Substitution";"Non"
2019;"00000";"2030429";"metaldehyde";"108-62-3";"13.5";"Autre";"";"Non"
2019;"00000";"2030457";"azoxystrobine";"131860-33-8";"11.50";"Santé A";"";"Non"
2019;"00000";"2030460";"metaldehyde";"108-62-3";"33.15";"Autre";"";"Non"
2019;"00000";"2030466";"soufre triture ventile";"7704-34-9";"1177.7025";"Autre";"";"Non"
2019;"00000";"2040019";"mancozebe";"8018-01-7";"20";"CMR";"";"Non"
2019;"00000";"2040080";"2,4-d";"94-75-7";"0.05775";"Env B";"";"Non"
2019;"00000";"2040080";"dicamba";"1918-00-9";"0.00825";"Env B";"";"Non"
2019;"00000";"2040080";"sulfate de fer (sulfate ferreux heptahydrate)";"7782-63-0";"4.125";"Autre";"";"Non"
2019;"00000";"2040109";"flupyrsulfuron-methyl";"144740-54-5";"0.05";"Env A";"";"Non"
2019;"00000";"2040109";"thifensulfuron-methyle";"79277-27-3";"0.2";"Env A";"";"Non"
2019;"00000";"2040146";"tefluthrine";"79538-32-2";"3495.64600";"Santé A";"";"Non"
2019;"00000";"2040192";"2,4-mcpa";"94-74-6";"2.625";"Env A";"";"Non"
2019;"00000";"2040192";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"0.2625";"Autre";"";"Non"
2019;"00000";"2040201";"2,4-mcpa";"94-74-6";"108.0";"Env A";"";"Non"
2019;"00000";"2040201";"dicamba";"1918-00-9";"9.00";"Env B";"";"Non"
2019;"00000";"2040314";"cuivre du sulfate de cuivre";"8011-63-0";"4";"Env A";"";"Non"
2019;"00000";"2040330";"cymoxanil";"57966-95-7";"80.8";"CMR";"";"Non"
2019;"00000";"2040330";"mancozebe";"8018-01-7";"939.30";"CMR";"";"Non"
2019;"00000";"2040338";"dicamba";"1918-00-9";"17.28";"Env B";"";"Non"
2019;"00000";"2040354";"lecanicillium muscarium souche ve6";"67892-35-7";"0.9660";"Autre";"";"Non"
2019;"00000";"2050037";"cyanamide de calcium";"156-62-7";"29.025";"Autre";"";"Non"
2019;"00000";"2050046";"flonicamide";"158062-67-0";"1823.25";"Autre";"";"Non"
2019;"00000";"2050075";"boscalid";"188425-85-6";"298.75";"Env A";"";"Non"
2019;"00000";"2050076";"boscalid";"188425-85-6";"91.15";"Env A";"";"Non"
2019;"00000";"2050078";"imazalil";"35554-44-0";"35";"CMR";"";"Non"
2019;"00000";"2050136";"fluorure de sulfuryle";"2699-79-8";"2942.104";"Santé A";"";"Non"
2019;"00000";"2050144";"2,4-mcpa";"94-74-6";"0.0036";"Env A";"";"Non"
2019;"00000";"2050144";"clopyralid";"1702-17-6";"0.00036";"Autre";"";"Non"
2019;"00000";"2050144";"fluroxypyr";"69377-81-7";"0.00072";"Env B";"";"Non"
2019;"00000";"2050145";"diflufenicanil";"83164-33-4";"0.0076";"Env B";"";"Non"
2019;"00000";"2050145";"glyphosate";"1071-83-6";"0.0475";"Env A";"";"Non"
2019;"00000";"2050146";"diflufenicanil";"83164-33-4";"0.046";"Env B";"";"Non"
2019;"00000";"2050146";"glyphosate";"1071-83-6";"0.2875";"Env A";"";"Non"
2019;"00000";"2060002";"difenoconazole";"119446-68-3";"34.7500";"Env A";"";"Non"
2019;"00000";"2060019";"metazachlore";"67129-08-2";"0.04";"CMR";"";"Non"
2019;"00000";"2060026";"flazasulfuron";"104040-78-0";"14.350";"Env A";"";"Non"
2019;"00000";"2060034";"kaolin";"1332-58-7";"4176.675";"Autre";"";"Non"
2019;"00000";"2060036";"chlorure d'alkyl dimethyl benzyl ammonium";"68424-85-1";"1.7";"Autre";"";"Non"
2019;"00000";"2060036";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"0.8";"Autre";"";"Non"
2019;"00000";"2060036";"glutaraldehyde";"111-30-8";"1.075";"Autre";"";"Non"
2019;"00000";"2060045";"huile vegetale";"";"51.68275";"Autre";"";"Non"
2019;"00000";"2060045";"resines (colophane)";"8050-09-7";"502.061";"Autre";"";"Non"
2019;"00000";"2060050";"metrafenone";"220899-03-6";"1002.850";"Env A";"";"Non"
2019;"00000";"2060051";"metrafenone";"220899-03-6";"139.212";"Env A";"";"Non"
2019;"00000";"2060063";"picolinafen";"137641-05-5";"24.285";"Env A";"";"Non"
2019;"00000";"2060064";"virus de la granulose";"";"0.7";"Autre";"";"Non"
2019;"00000";"2060079";"6-benzyladenine";"1214-39-7";"5.434";"CMR";"";"Non"
2019;"00000";"2060079";"gibberellines (a4+a7)";"8030-53-3";"5.434";"Autre";"";"Non"
2019;"00000";"2060084";"boscalid";"188425-85-6";"163.40934";"Env A";"";"Non"
2019;"00000";"2060084";"pyraclostrobine";"175013-18-0";"41.00534";"Santé A";"";"Non"
2019;"00000";"2060085";"boscalid";"188425-85-6";"11.588";"Env A";"";"Non"
2019;"00000";"2060085";"kresoxim-methyl";"143390-89-0";"5.794";"CMR";"";"Non"
2019;"00000";"2060086";"pyraclostrobine";"175013-18-0";"20.970";"Santé A";"";"Non"
2019;"00000";"2060088";"benoxacor";"98730-04-2";"668.4";"Autre";"";"Non"
2019;"00000";"2060088";"mesotrione";"104206-82-8";"1336.8";"Env A";"";"Non"
2019;"00000";"2060088";"s-metolachlore";"87392-12-9";"13368";"Env A";"";"Non"
2019;"00000";"2060098";"spinosad";"168316-95-8";"365.9136";"Env A";"";"Non"
2019;"00000";"2060101";"chlorprophame";"101-21-3";"844.5";"CMR";"";"Non"
2019;"00000";"2060113";"bifenazate";"149877-41-8";"1.50";"Env A";"";"Non"
2019;"00000";"2060115";"azoxystrobine";"131860-33-8";"810";"Santé A";"";"Non"
2019;"00000";"2060115";"cyproconazole";"94361-06-5";"324.0";"CMR";"Exclusion";"Non"
2019;"00000";"2060116";"prothioconazole";"178928-70-6";"676.265";"CMR";"";"Non"
2019;"00000";"2060118";"fluoxastrobine";"361377-29-9";"180.25";"CMR";"";"Non"
2019;"00000";"2060118";"prothioconazole";"178928-70-6";"360.5";"CMR";"";"Non"
2019;"00000";"2060119";"metsulfuron-methyl";"74223-64-6";"1.108";"Env A";"Substitution";"Non"
2019;"00000";"2060127";"prothioconazole";"178928-70-6";"879.24999";"CMR";"";"Non"
2019;"00000";"2060129";"oxyfluorfene";"42874-03-3";"0.09";"CMR";"";"Non"
2019;"00000";"2060129";"pendimethaline";"40487-42-1";"0.46";"Env A";"Substitution";"Non"
2019;"00000";"2060130";"spinosad";"168316-95-8";"0.02136";"Env A";"";"Non"
2019;"00000";"2060131";"2,4-d";"94-75-7";"93.279";"Env B";"";"Non"
2019;"00000";"2060131";"triclopyr";"55335-06-3";"103.9108";"Env B";"";"Non"
2019;"00000";"2060132";"spinosad";"168316-95-8";"11.2908";"Env A";"";"Non"
2019;"00000";"2060134";"captane";"133-06-2";"324.8";"CMR";"";"Non"
2019;"00000";"2060172";"tetraconazole";"112281-77-3";"20.1";"Env A";"";"Non"
2019;"00000";"2060175";"metaldehyde";"108-62-3";"86.127";"Autre";"";"Non"
2019;"00000";"2060177";"acide hydroxyacetique";"79-14-1";"2.1816";"Autre";"";"Non"
2019;"00000";"2060194";"tefluthrine";"79538-32-2";"261.18";"Santé A";"";"Non"
2019;"00000";"2070077";"prothioconazole";"178928-70-6";"12.5";"CMR";"";"Non"
2019;"00000";"2070107";"fosetyl";"15845-66-6";"35.03";"Autre";"";"Non"
2019;"00000";"2070107";"propamocarbe";"24579-73-5";"59.89";"Autre";"";"Non"
2019;"00000";"2070108";"heptamaloxyloglucan";"870721-81-6";"89.15674";"Autre";"";"Non"
2019;"00000";"2070133";"napropamide";"15299-99-7";"1293.795";"Env A";"";"Non"
2019;"00000";"2070136";"cymoxanil";"57966-95-7";"16";"CMR";"";"Non"
2019;"00000";"2070136";"mancozebe";"8018-01-7";"186";"CMR";"";"Non"
2019;"00000";"2070184";"chlorotoluron";"15545-48-9";"332";"CMR";"";"Non"
2019;"00000";"2070184";"diflufenicanil";"83164-33-4";"20.75";"Env B";"";"Non"
2019;"00000";"2070193";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"15.792";"Santé A";"";"Non"
2019;"00000";"2070193";"cymoxanil";"57966-95-7";"1.5792";"CMR";"";"Non"
2019;"00000";"2070221";"metazachlore";"67129-08-2";"1032.0";"CMR";"";"Non"
2019;"00000";"2070221";"quinmerac";"90717-03-6";"258.0";"Env B";"";"Non"
2019;"00000";"2080010";"huile minerale paraffinique";"8042-47-5";"112";"Autre";"";"Non"
2019;"00000";"2080018";"acetamipride";"135410-20-7";"0.00775";"Env B";"";"Non"
2019;"00000";"2080019";"laminarine";"9008-22-4";"0.4860";"Autre";"";"Non"
2019;"00000";"2080023";"benthiavalicarbe";"177406-68-7";"46.55175";"CMR";"";"Non"
2019;"00000";"2080023";"mancozebe";"8018-01-7";"1862.07";"CMR";"";"Non"
2019;"00000";"2080025";"butoxyde de piperonyle";"51-03-6";"88.350";"Autre";"";"Non"
2019;"00000";"2080025";"cypermethrine";"52315-07-8";"31.0";"Env A";"";"Non"
2019;"00000";"2080026";"nicosulfuron";"111991-09-4";"246.09";"Env A";"";"Non"
2019;"00000";"2080029";"penoxsulame";"219714-96-2";"3.0734";"Env A";"";"Non"
2019;"00000";"2080038";"pyrethrines";"8003-34-7";"42.9288";"Env A";"";"Non"
2019;"00000";"2080039";"2,4-db";"94-82-6";"24";"Env A";"";"Non"
2019;"00000";"2080054";"acetamipride";"135410-20-7";"0.001138";"Env B";"";"Non"
2019;"00000";"2080056";"pseudomonas chlororaphis souche ma 342";"";"40.8";"Autre";"";"Non"
2019;"00000";"2080060";"pyriproxyfene";"95737-68-1";"2.892";"Env A";"";"Non"
2019;"00000";"2080062";"benalaxyl-m";"98243-83-5";"1.2072";"Env A";"";"Non"
2019;"00000";"2080062";"mancozebe";"8018-01-7";"19.6170";"CMR";"";"Non"
2019;"00000";"2080063";"benalaxyl-m";"98243-83-5";"0.909375";"Env A";"";"Non"
2019;"00000";"2080063";"folpel";"133-07-3";"11.6400";"CMR";"";"Non"
2019;"00000";"2080070";"boscalid";"188425-85-6";"13.86504";"Env A";"";"Non"
2019;"00000";"2080070";"pyraclostrobine";"175013-18-0";"7.04256";"Santé A";"";"Non"
2019;"00000";"2080094";"florasulame";"145701-23-1";"3.7848";"Env A";"";"Non"
2019;"00000";"2080094";"isoxaben";"82558-50-7";"57.7182";"Env B";"";"Non"
2019;"00000";"2080098";"mandipropamide";"374726-62-2";"1401.30";"Env A";"";"Non"
2019;"00000";"2080099";"mancozebe";"8018-01-7";"90";"CMR";"";"Non"
2019;"00000";"2080099";"mandipropamide";"374726-62-2";"7.5";"Env A";"";"Non"
2019;"00000";"2080100";"folpel";"133-07-3";"44";"CMR";"";"Non"
2019;"00000";"2080100";"mandipropamide";"374726-62-2";"5.5";"Env A";"";"Non"
2019;"00000";"2080101";"acetamipride";"135410-20-7";"0.2";"Env B";"";"Non"
2019;"00000";"2080102";"azoxystrobine";"131860-33-8";"98";"Santé A";"";"Non"
2019;"00000";"2080102";"difenoconazole";"119446-68-3";"61.250";"Env A";"";"Non"
2019;"00000";"2080103";"thiophanate-methyl";"23564-05-8";"247.5";"CMR";"";"Non"
2019;"00000";"2080104";"benalaxyl-m";"98243-83-5";"9.6";"Env A";"";"Non"
2019;"00000";"2080104";"folpel";"133-07-3";"122.88";"CMR";"";"Non"
2019;"00000";"2080105";"glyphosate";"1071-83-6";"811.44";"Env A";"";"Non"
2019;"00000";"2080112";"thirame";"137-26-8";"2684.9520";"Env A";"";"Non"
2019;"00000";"2080114";"cymoxanil";"57966-95-7";"189.5";"CMR";"";"Non"
2019;"00000";"2080114";"propamocarbe";"24579-73-5";"1516";"Autre";"";"Non"
2019;"00000";"2080117";"prosulfuron";"94125-34-5";"116.6025";"Env A";"Substitution";"Non"
2019;"00000";"2080121";"dimethomorphe";"110488-70-5";"7.503";"Env A";"";"Non"
2019;"00000";"2080121";"dithianon";"3347-22-6";"17.507";"Santé A";"";"Non"
2019;"00000";"2080122";"chlorhydrate de poly(hexamethylene biguanide)";"27083-27-8";"0.0192";"Autre";"";"Non"
2019;"00000";"2080122";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"0.048";"Autre";"";"Non"
2019;"00000";"2080123";"metsulfuron-methyl";"74223-64-6";"61.94";"Env A";"Substitution";"Non"
2019;"00000";"2080124";"metsulfuron-methyl";"74223-64-6";"0.864";"Env A";"Substitution";"Non"
2019;"00000";"2080125";"metsulfuron-methyl";"74223-64-6";"4.07";"Env A";"Substitution";"Non"
2019;"00000";"2080129";"meptyldinocap";"131-72-6";"130.4205";"Env A";"";"Non"
2019;"00000";"2080136";"pyridate";"55512-33-9";"70.20";"Env A";"";"Non"
2019;"00000";"2080145";"diflufenicanil";"83164-33-4";"1214.2";"Env B";"";"Non"
2019;"00000";"2080145";"flufenacet";"142459-58-3";"2428.4";"Env A";"";"Non"
2019;"00000";"2080147";"difenoconazole";"119446-68-3";"46.25";"Env A";"";"Non"
