"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2021;"04000";"2110102";"sedaxane";"874967-67-6";"0.360";"Env A";"";"Non"
2021;"04000";"2110143";"metribuzine";"21087-64-9";"12";"Env A";"";"Non"
2021;"04000";"2110150";"huile de colza";"8002-13-9";"4.3512";"Autre";"";"Non"
2021;"04000";"2110180";"cuivre de l'oxyde cuivreux";"1317-39-1";"5.16";"Env A";"Substitution";"Non"
2021;"04000";"2120048";"aminopyralid";"150114-71-9";"0.06";"Env A";"";"Non"
2021;"04000";"2120048";"triclopyr";"55335-06-3";"0.48";"Env B";"";"Non"
2021;"04000";"2120143";"glyphosate";"1071-83-6";"67.2";"Env A";"";"Non"
2021;"04000";"2130083";"lambda-cyhalothrine";"91465-08-6";"0.1";"Santé A";"Substitution";"Non"
2021;"04000";"2130202";"fluopyram";"658066-35-4";"1.875";"Env A";"";"Non"
2021;"04000";"2130202";"prothioconazole";"178928-70-6";"1.875";"Env A";"";"Non"
2021;"04000";"2140106";"huile minerale paraffinique";"8042-47-5";"1.58";"Autre";"";"Non"
2021;"04000";"2140147";"deltamethrine";"52918-63-5";"0.075";"Santé A";"";"Non"
2021;"04000";"2140175";"metconazole";"125116-23-6";"1.35";"CMR";"";"Non"
2021;"04000";"2140193";"sulfate de fer (sulfate ferreux heptahydrate)";"7782-63-0";"0.374";"Autre";"";"Non"
2021;"04000";"2140252";"phosphate ferrique";"10045-86-0";"0.09375";"Autre";"";"Non"
2021;"04000";"2140257";"iodosulfuron-methyl-sodium";"144550-36-7";"0.1";"Env A";"";"Non"
2021;"04000";"2140257";"mefenpyr-diethyl";"135590-91-9";"1.5";"Autre";"";"Non"
2021;"04000";"2140257";"mesosulfuron-methyl";"208465-21-8";"0.5";"Env A";"";"Non"
2021;"04000";"2150140";"glyphosate";"1071-83-6";"7.2";"Env A";"";"Non"
2021;"04000";"2150417";"bacillus thuringiensis ssp kurstaki souche abts-351";"68038-71-1";"1.0368";"Autre";"";"Non"
2021;"04000";"2150969";"phosphate ferrique";"10045-86-0";"0.33894";"Autre";"";"Non"
2021;"04000";"2160115";"acide pelargonique";"112-05-0";"0.948294";"Autre";"";"Non"
2021;"04000";"2160226";"phosphate ferrique";"10045-86-0";"4.840";"Autre";"";"Non"
2021;"04000";"2160615";"soufre triture ventile";"7704-34-9";"9.85";"Autre";"";"Non"
2021;"04000";"2160937";"cloquintocet-mexyl";"99607-70-2";"0.45";"Autre";"";"Non"
2021;"04000";"2160937";"florasulame";"145701-23-1";"0.375";"Env A";"";"Non"
2021;"04000";"2160937";"halauxifen-methyl";"943831-98-9";"0.46875";"Env A";"";"Non"
2021;"04000";"2160959";"benzovindiflupyr";"1072957-71-1";"4.125";"Santé A";"Substitution";"Non"
2021;"04000";"2160959";"prothioconazole";"178928-70-6";"8.25";"Env A";"";"Non"
2021;"04000";"2180039";"fluopyram";"658066-35-4";"0.125";"Env A";"";"Non"
2021;"04000";"2180039";"trifloxystrobine";"141517-21-7";"0.125";"Env A";"";"Non"
2021;"04000";"2180123";"benzovindiflupyr";"1072957-71-1";"0.149152";"Santé A";"Substitution";"Non"
2021;"04000";"2180123";"difenoconazole";"119446-68-3";"0.498016";"Env A";"";"Non"
2021;"04000";"2180334";"difenoconazole";"119446-68-3";"0.26499";"Env A";"";"Non"
2021;"04000";"2180334";"fludioxonil";"131341-86-1";"0.26499";"Env A";"";"Non"
2021;"04000";"2180408";"huile de paraffine";"64742-46-7";"1.6";"Autre";"";"Non"
2021;"04000";"2189993";"cuivre du sulfate de cuivre";"8011-63-0";"1.8";"Env A";"Substitution";"Non"
2021;"04000";"2190811";"sels de potassium d'acides gras (c8-c18)";"67701-09-1";"0.096";"Autre";"";"Non"
2021;"04000";"2190811";"soufre";"7704-34-9";"0.0384";"Autre";"";"Non"
2021;"04000";"5100219";"soufre sublime";"7704-34-9";"49.5";"Autre";"";"Non"
2021;"04000";"6900486";"2,4-mcpa";"94-74-6";"26.136";"Env A";"";"Non"
2021;"04000";"6900486";"dicamba";"1918-00-9";"2.178";"Env B";"";"Non"
2021;"04000";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"32";"Env A";"Substitution";"Non"
2021;"04000";"8100462";"huile vegetale";"";"0.138";"Autre";"";"Non"
2021;"04000";"8100462";"resines (colophane)";"8050-09-7";"1.365";"Autre";"";"Non"
2021;"04000";"8400574";"propyzamide";"23950-58-5";"48";"CMR";"Substitution";"Non"
2021;"04000";"8400600";"fluroxypyr-meptyl";"81406-37-3";"2.5938";"Autre";"";"Non"
2021;"04000";"8600243";"aclonifen";"74070-46-5";"36";"CMR";"";"Non"
2021;"04000";"8700020";"flurochloridone";"61213-25-0";"11.25";"CMR";"Exclusion";"Non"
2021;"04000";"8800395";"lambda-cyhalothrine";"91465-08-6";"0.25";"Santé A";"Substitution";"Non"
2021;"04000";"8800395";"pyrimicarbe";"23103-98-2";"5";"CMR";"";"Non"
2021;"04000";"8800827";"chlorotoluron";"15545-48-9";"22.5";"CMR";"";"Non"
2021;"04000";"8800827";"isoxaben";"82558-50-7";"0.8415";"Env B";"";"Non"
2021;"04000";"8800841";"difenoconazole";"119446-68-3";"2.5";"Env A";"";"Non"
2021;"04000";"8900564";"tau-fluvalinate";"102851-06-9";"1.2";"Env A";"";"Non"
2021;"04000";"9000069";"ethofumesate";"26225-79-6";"10";"Env A";"";"Non"
2021;"04000";"9000361";"goudrons de pin";"8011-48-1";"2";"Autre";"";"Non"
2021;"04000";"9000490";"cycloxydime";"101205-02-1";"7.6";"CMR";"";"Non"
2021;"04000";"9000741";"tetraconazole";"112281-77-3";"1.875";"Env A";"";"Non"
2021;"04000";"9000833";"metazachlore";"67129-08-2";"12";"CMR";"";"Non"
2021;"04000";"9000833";"quinmerac";"90717-03-6";"3";"Env B";"";"Non"
2021;"04000";"9100296";"2,4-d";"94-75-7";"12";"Env B";"";"Non"
2021;"04000";"9200145";"bifenthrine";"82657-04-3";"0.0004";"CMR";"";"Non"
2021;"04000";"9200145";"propiconazole";"60207-90-1";"0.0004";"CMR";"Exclusion";"Non"
2021;"04000";"9300189";"fluroxypyr";"69377-81-7";"0.14";"Env B";"";"Non"
2021;"04000";"9300189";"triclopyr";"55335-06-3";"0.42";"Env B";"";"Non"
2021;"04000";"9300487";"difenoconazole";"119446-68-3";"1.5";"Env A";"";"Non"
2021;"04000";"9300487";"fenpropidine";"67306-00-7";"5.625";"Env A";"";"Non"
2021;"04000";"9500136";"chlorprophame";"101-21-3";"0.004";"CMR";"";"Non"
2021;"04000";"9500147";"soufre pour pulverisation (micronise)";"7704-34-9";"10.4";"Autre";"";"Non"
2021;"04000";"9600097";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"0.36";"Santé A";"Substitution";"Non"
2021;"04000";"9600370";"2,4-mcpa";"94-74-6";"15.75";"Env A";"";"Non"
2021;"04000";"9600370";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"1.575";"Autre";"";"Non"
2021;"04000";"9600386";"fosetyl-aluminium";"39148-24-8";"19.2";"Autre";"";"Non"
2021;"04000";"9700401";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"3.5";"Santé A";"Substitution";"Non"
2021;"04000";"9800096";"huile de paraffine";"64742-46-7";"2.4";"Autre";"";"Non"
2021;"04000";"9800098";"metamitrone";"41394-05-2";"49.5";"Env A";"";"Non"
2021;"04000";"9800100";"chlorotoluron";"15545-48-9";"21";"CMR";"";"Non"
2021;"04000";"9800259";"benoxacor";"98730-04-2";"0.225";"Autre";"";"Non"
2021;"04000";"9800259";"s-metolachlore";"87392-12-9";"4.575";"Env A";"";"Non"
2021;"04000";"9800474";"cuivre du sulfate de cuivre";"8011-63-0";"12";"Env A";"Substitution";"Non"
2021;"04000";"9800481";"fleur de chaux (chaux eteinte)";"1305-62-0";"17.55";"Autre";"";"Non"
2021;"04000";"9900127";"bifenthrine";"82657-04-3";"0.000040";"CMR";"";"Non"
2021;"04000";"9900257";"cuivre du sulfate de cuivre";"8011-63-0";"59.0";"Env A";"Substitution";"Non"
2021;"04000";"9900324";"sulfate de fer (sulfate ferreux heptahydrate)";"7782-63-0";"18.9";"Autre";"";"Non"
2021;"04100";"2000018";"soufre pour pulverisation (micronise)";"7704-34-9";"400";"Autre";"";"Non"
2021;"04100";"2000044";"fluazifop-p-butyl";"79241-46-6";"1.250";"CMR";"";"Non"
2021;"04100";"2000125";"cuivre du sulfate de cuivre";"8011-63-0";"0.462";"Env A";"Substitution";"Non"
2021;"04100";"2000299";"clomazone";"81777-89-1";"0.36";"Env A";"";"Non"
2021;"04100";"2000316";"esfenvalerate";"66230-04-4";"0.4";"Santé A";"Substitution";"Non"
2021;"04100";"2000327";"carfentrazone ethyl";"128639-02-1";"5.58";"Env A";"";"Non"
2021;"04100";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"5.04";"Santé A";"Substitution";"Non"
2021;"04100";"2000519";"2,4-d";"94-75-7";"24";"Env B";"";"Non"
2021;"04100";"2000536";"1-dodecanol";"112-53-8";"9.10044";"Env A";"";"Non"
2021;"04100";"2000536";"1-tetradecanol";"112-72-1";"2.11154";"Env A";"";"Non"
2021;"04100";"2000536";"e8,e10-dodecadiene-1-ol";"33956-49-9";"15.58376";"Env A";"";"Non"
2021;"04100";"2010023";"deltamethrine";"52918-63-5";"1.320";"Santé A";"";"Non"
2021;"04100";"2010130";"cuivre de l'oxyde cuivreux";"1317-39-1";"43.5";"Env A";"Substitution";"Non"
2021;"04100";"2010640";"acide alpha naphtylacetique (ana)";"86-87-3";"1.15";"CMR";"";"Non"
2021;"04100";"2020069";"tau-fluvalinate";"102851-06-9";"1.2";"Env A";"";"Non"
2021;"04100";"2030404";"pendimethaline";"40487-42-1";"24";"Env A";"Substitution";"Non"
2021;"04100";"2050046";"flonicamide";"158062-67-0";"6";"Autre";"";"Non"
2021;"04100";"2060002";"difenoconazole";"119446-68-3";"3";"Env A";"";"Non"
2021;"04100";"2060050";"metrafenone";"220899-03-6";"1";"Env A";"";"Non"
2021;"04100";"2060084";"boscalid";"188425-85-6";"2.136";"Env A";"";"Non"
2021;"04100";"2060084";"pyraclostrobine";"175013-18-0";"0.536";"Santé A";"";"Non"
2021;"04100";"2060098";"spinosad";"168316-95-8";"0.816";"Env A";"";"Non"
2021;"04100";"2060113";"bifenazate";"149877-41-8";"0.24";"Env A";"";"Non"
2021;"04100";"2060134";"captane";"133-06-2";"252.0";"CMR";"";"Non"
2021;"04100";"2070107";"fosetyl";"15845-66-6";"1.55";"Autre";"";"Non"
2021;"04100";"2070107";"propamocarbe";"24579-73-5";"2.65";"Autre";"";"Non"
2021;"04100";"2080026";"nicosulfuron";"111991-09-4";"0.54";"Env A";"";"Non"
2021;"04100";"2080070";"boscalid";"188425-85-6";"16.38";"Env A";"";"Non"
2021;"04100";"2080070";"pyraclostrobine";"175013-18-0";"8.32";"Santé A";"";"Non"
2021;"04100";"2080102";"azoxystrobine";"131860-33-8";"2";"Santé A";"";"Non"
2021;"04100";"2080102";"difenoconazole";"119446-68-3";"1.25";"Env A";"";"Non"
2021;"04100";"2080105";"glyphosate";"1071-83-6";"10.8";"Env A";"";"Non"
2021;"04100";"2090016";"imazamox";"114311-32-9";"0.501";"Env A";"Substitution";"Non"
2021;"04100";"2090016";"pendimethaline";"40487-42-1";"7.5";"Env A";"Substitution";"Non"
2021;"04100";"2090019";"6-benzyladenine";"1214-39-7";"5.4";"CMR";"";"Non"
2021;"04100";"2090050";"cypermethrine";"52315-07-8";"1.92";"Env A";"";"Non"
2021;"04100";"2090052";"tribenuron-methyle";"101200-48-0";"0.135";"Env A";"";"Non"
2021;"04100";"2090094";"thiophanate-methyl";"23564-05-8";"0.0704";"CMR";"Exclusion";"Non"
2021;"04100";"2090101";"nicosulfuron";"111991-09-4";"0.8";"Env A";"";"Non"
2021;"04100";"2090116";"glyphosate";"1071-83-6";"3.6";"Env A";"";"Non"
2021;"04100";"2090119";"cuivre du sulfate tribasique";"12527-76-3";"22.8";"Env A";"Substitution";"Non"
2021;"04100";"2090127";"huile essentielle d'orange douce";"8028-48-6";"1.2";"Env A";"";"Non"
2021;"04100";"2090136";"fluopicolide";"239110-15-7";"1.25";"Env A";"";"Non"
2021;"04100";"2090136";"propamocarbe hcl";"25606-41-1";"12.5";"Autre";"";"Non"
2021;"04100";"2090146";"abamectine";"71751-41-2";"0.0001390";"CMR";"";"Non"
2021;"04100";"2090146";"pyrethrines";"8003-34-7";"0.001850";"Env A";"";"Non"
2021;"04100";"2090188";"glyphosate";"1071-83-6";"104.4";"Env A";"";"Non"
2021;"04100";"2090199";"huile de colza";"8002-13-9";"2.599695";"Autre";"";"Non"
2021;"04100";"2090199";"pyrethrines";"8003-34-7";"0.014459";"Env A";"";"Non"
2021;"04100";"2090200";"huile de colza";"8002-13-9";"0.006848";"Autre";"";"Non"
2021;"04100";"2090200";"pyrethrines";"8003-34-7";"0.000037";"Env A";"";"Non"
2021;"04100";"2100108";"prothioconazole";"178928-70-6";"1.250";"Env A";"";"Non"
2021;"04100";"2100108";"tebuconazole";"107534-96-3";"1.250";"CMR";"";"Non"
2021;"04100";"2100112";"ethephon";"16672-87-0";"2.4";"Santé A";"";"Non"
2021;"04100";"2100121";"chlorantraniliprole";"500008-45-7";"4.37";"Env A";"";"Non"
2021;"04100";"2100138";"cloquintocet-mexyl";"99607-70-2";"0.125";"Autre";"";"Non"
2021;"04100";"2100138";"pinoxaden";"243973-20-8";"0.5";"CMR";"";"Non"
2021;"04100";"2100140";"clodinafop-propargyl";"105512-06-9";"0.125";"Env A";"";"Non"
2021;"04100";"2100140";"cloquintocet-mexyl";"99607-70-2";"0.03125";"Autre";"";"Non"
2021;"04100";"2100140";"pinoxaden";"243973-20-8";"0.125";"CMR";"";"Non"
2021;"04100";"2100183";"acequinocyl";"57960-19-7";"3.28";"Santé A";"";"Non"
2021;"04100";"2100221";"ametoctradine";"865318-97-4";"19.2";"Env A";"";"Non"
2021;"04100";"2100221";"metirame";"9006-42-2";"70.4";"Env A";"";"Non"
2021;"04100";"2100231";"emamectine benzoate";"155569-91-8";"1.6245";"Santé A";"";"Non"
2021;"04100";"2110006";"cuivre du sulfate de cuivre";"8011-63-0";"32";"Env A";"Substitution";"Non"
2021;"04100";"2110040";"bacillus subtilis souche qst 713";"68038-70-0";"0.029773";"Autre";"";"Non"
2021;"04100";"2110086";"spirotetramat";"203313-25-1";"7.2";"CMR";"";"Non"
2021;"04100";"2110102";"difenoconazole";"119446-68-3";"0.3650";"Env A";"";"Non"
2021;"04100";"2110102";"fludioxonil";"131341-86-1";"0.3650";"Env A";"";"Non"
2021;"04100";"2110102";"sedaxane";"874967-67-6";"0.730";"Env A";"";"Non"
2021;"04100";"2110141";"dimethomorphe";"110488-70-5";"2.88";"Env A";"";"Non"
2021;"04100";"2110141";"pyraclostrobine";"175013-18-0";"1.6";"Santé A";"";"Non"
2021;"04100";"2110143";"metribuzine";"21087-64-9";"1.2";"Env A";"";"Non"
2021;"04100";"2110147";"fludioxonil";"131341-86-1";"9";"Env A";"";"Non"
2021;"04100";"2110149";"huile de colza";"8002-13-9";"0.157846";"Autre";"";"Non"
2021;"04100";"2110150";"huile de colza";"8002-13-9";"2.37762";"Autre";"";"Non"
2021;"04100";"2110162";"azoxystrobine";"131860-33-8";"2.5";"Santé A";"";"Non"
2021;"04100";"2110180";"cuivre de l'oxyde cuivreux";"1317-39-1";"0.555";"Env A";"Substitution";"Non"
2021;"04100";"2120048";"aminopyralid";"150114-71-9";"0.03";"Env A";"";"Non"
2021;"04100";"2120048";"triclopyr";"55335-06-3";"0.24";"Env B";"";"Non"
2021;"04100";"2120130";"(z)-8-dodecenol";"40642-40-8";"0.0095";"Env A";"";"Non"
2021;"04100";"2120130";"acetate de e-8-dodecenyle";"38363-29-0";"0.057";"Autre";"";"Non"
2021;"04100";"2120130";"acetate de z-8-dodecenyle";"28079-04-1";"0.8835";"Autre";"";"Non"
2021;"04100";"2120143";"glyphosate";"1071-83-6";"105.6";"Env A";"";"Non"
2021;"04100";"2130067";"cyflufenamid";"180409-60-3";"5.50";"Env A";"";"Non"
2021;"04100";"2130083";"lambda-cyhalothrine";"91465-08-6";"1.1";"Santé A";"Substitution";"Non"
2021;"04100";"2130126";"fer sous forme de sulfate de fer";"7720-78-7";"2.975";"Autre";"";"Non"
2021;"04100";"2130152";"fluopyram";"658066-35-4";"3";"Env A";"";"Non"
2021;"04100";"2130152";"trifloxystrobine";"141517-21-7";"3";"Env A";"";"Non"
2021;"04100";"2130153";"acide acetique";"64-19-7";"0.1986";"Autre";"";"Non"
2021;"04100";"2130175";"cydia pomonella granulovirus";"";"";"Autre";"";"Non"
2021;"04100";"2130266";"bromuconazole";"116255-48-2";"5.01";"Env A";"";"Non"
2021;"04100";"2130266";"tebuconazole";"107534-96-3";"3.21";"CMR";"";"Non"
2021;"04100";"2130272";"e8,e10-dodecadiene-1-ol";"33956-49-9";"0.0575";"Env A";"";"Non"
2021;"04100";"2140022";"oligomeres terpeniques";"70750-57-1";"45.5";"Autre";"";"Non"
2021;"04100";"2140084";"polysulfure de calcium";"1344-81-6";"927.2";"Env A";"";"Non"
2021;"04100";"2140085";"abamectine";"71751-41-2";"0.18";"CMR";"";"Non"
2021;"04100";"2140098";"aminopyralid";"150114-71-9";"0.02635";"Env A";"";"Non"
2021;"04100";"2140098";"propyzamide";"23950-58-5";"2.5";"CMR";"Substitution";"Non"
2021;"04100";"2140121";"acide pelargonique";"112-05-0";"2.280864";"Autre";"";"Non"
2021;"04100";"2140167";"acide decanoique";"334-48-5";"0.03861";"Env B";"";"Non"
2021;"04100";"2140167";"acide octanoique";"124-07-2";"0.057915";"Env B";"";"Non"
2021;"04100";"2140188";"dithianon";"3347-22-6";"7.5";"Env A";"";"Non"
2021;"04100";"2140188";"pyrimethanil";"53112-28-0";"7.5";"Env A";"";"Non"
2021;"04100";"2140201";"cyflufenamid";"180409-60-3";"0.03";"Env A";"";"Non"
2021;"04100";"2140201";"difenoconazole";"119446-68-3";"0.25";"Env A";"";"Non"
2021;"04100";"2140236";"mancozebe";"8018-01-7";"232.5";"CMR";"Exclusion";"Non"
2021;"04100";"2140252";"phosphate ferrique";"10045-86-0";"0.404375";"Autre";"";"Non"
2021;"04100";"2150002";"metamitrone";"41394-05-2";"1.5";"Env A";"";"Non"
2021;"04100";"2150008";"prohexadione-calcium";"127277-53-6";"3.6";"Env B";"";"Non"
2021;"04100";"2150140";"glyphosate";"1071-83-6";"122.4";"Env A";"";"Non"
2021;"04100";"2150179";"e8,e10-dodecadiene-1-ol";"33956-49-9";"3.380765";"Env A";"";"Non"
2021;"04100";"2150417";"bacillus thuringiensis ssp kurstaki souche abts-351";"68038-71-1";"0.3510";"Autre";"";"Non"
2021;"04100";"2150483";"lambda-cyhalothrine";"91465-08-6";"0.24";"Santé A";"Substitution";"Non"
2021;"04100";"2150790";"phosphate ferrique";"10045-86-0";"0.2105";"Autre";"";"Non"
2021;"04100";"2150964";"lambda-cyhalothrine";"91465-08-6";"5.56";"Santé A";"Substitution";"Non"
2021;"04100";"2160115";"acide pelargonique";"112-05-0";"0.840759";"Autre";"";"Non"
2021;"04100";"2160475";"soufre";"7704-34-9";"200";"Autre";"";"Non"
2021;"04100";"2160479";"s-metolachlore";"87392-12-9";"28.8";"Env A";"";"Non"
2021;"04100";"2160527";"sels de potassium d'acides gras";"10124-65-9";"4.798";"Autre";"";"Non"
2021;"04100";"2160615";"soufre triture ventile";"7704-34-9";"2.11775";"Autre";"";"Non"
2021;"04100";"2160726";"dithianon";"3347-22-6";"241.25";"Env A";"";"Non"
2021;"04100";"2160726";"phosphonate de potassium";"13492-26-7";"1083.116";"Autre";"";"Non"
2021;"04100";"2160756";"dodine";"2439-10-3";"32.64";"Env A";"";"Non"
2021;"04100";"2160783";"abamectine";"71751-41-2";"0.18";"CMR";"";"Non"
2021;"04100";"2160792";"captane";"133-06-2";"160";"CMR";"";"Non"
2021;"04100";"2160841";"bacillus amyloliquefaciens subsp plantarum d747";"";"";"Autre";"";"Non"
2021;"04100";"2160920";"fluroxypyr-meptyl";"81406-37-3";"0.9725";"Autre";"";"Non"
2021;"04100";"2160920";"metsulfuron-methyl";"74223-64-6";"0.025";"Env A";"Substitution";"Non"
2021;"04100";"2160920";"thifensulfuron-methyle";"79277-27-3";"0.15";"Env A";"";"Non"
2021;"04100";"2160936";"cloquintocet-mexyl";"99607-70-2";"0.048";"Autre";"";"Non"
2021;"04100";"2160936";"fluroxypyr-meptyl";"81406-37-3";"1.612";"Autre";"";"Non"
2021;"04100";"2160936";"halauxifen-methyl";"943831-98-9";"0.05";"Env A";"";"Non"
2021;"04100";"2160937";"cloquintocet-mexyl";"99607-70-2";"0.18";"Autre";"";"Non"
2021;"04100";"2160937";"florasulame";"145701-23-1";"0.15";"Env A";"";"Non"
2021;"04100";"2160937";"halauxifen-methyl";"943831-98-9";"0.1875";"Env A";"";"Non"
2021;"04100";"2160959";"benzovindiflupyr";"1072957-71-1";"2.625";"Santé A";"Substitution";"Non"
2021;"04100";"2160959";"prothioconazole";"178928-70-6";"5.25";"Env A";"";"Non"
2021;"04100";"2160962";"fluxapyroxad";"907204-31-3";"26.4";"CMR";"";"Non"
2021;"04100";"2170110";"myclobutanil";"88671-89-0";"0.5";"CMR";"";"Non"
2021;"04100";"2170243";"acide pelargonique";"112-05-0";"406.555";"Autre";"";"Non"
2021;"04100";"2170547";"flazasulfuron";"104040-78-0";"1";"Env A";"";"Non"
2021;"04100";"2170691";"diflufenicanil";"83164-33-4";"2.5000";"Env B";"";"Non"
2021;"04100";"2170691";"metribuzine";"21087-64-9";"10.00";"Env A";"";"Non"
2021;"04100";"2170978";"huile de colza";"8002-13-9";"0.186613";"Autre";"";"Non"
2021;"04100";"2171086";"pyriproxyfene";"95737-68-1";"0.5";"Env A";"";"Non"
2021;"04100";"2171089";"spinosad";"168316-95-8";"0.192";"Env A";"";"Non"
2021;"04100";"2171140";"dithianon";"3347-22-6";"126.0";"Env A";"";"Non"
2021;"04100";"2171174";"spirotetramat";"203313-25-1";"15.7";"CMR";"";"Non"
2021;"04100";"2171307";"alpha naphtyl acetamide (nad)";"86-86-2";"0.336";"CMR";"";"Non"
2021;"04100";"2180404";"bacillus subtilis souche qst 713";"68038-70-0";"";"Autre";"";"Non"
2021;"04100";"2180672";"bifenox";"42576-02-3";"2.4";"Env A";"";"Non"
2021;"04100";"2180756";"prohexadione-calcium";"127277-53-6";"13.75";"Env B";"";"Non"
2021;"04100";"2189993";"cuivre du sulfate de cuivre";"8011-63-0";"0.44";"Env A";"Substitution";"Non"
2021;"04100";"2189996";"azadirachtine";"11141-17-6";"2.522";"CMR";"";"Non"
2021;"04100";"2190016";"pyrimicarbe";"23103-98-2";"12.0";"CMR";"";"Non"
2021;"04100";"2190016";"tau-fluvalinate";"102851-06-9";"4.32";"Env A";"";"Non"
2021;"04100";"2190040";"benoxacor";"98730-04-2";"3.6";"Autre";"";"Non"
2021;"04100";"2190040";"s-metolachlore";"87392-12-9";"73.2";"Env A";"";"Non"
2021;"04100";"2190173";"metaldehyde";"108-62-3";"0.18";"CMR";"";"Non"
2021;"04100";"2190173";"phosphate ferrique";"10045-86-0";"0.2916";"Autre";"";"Non"
2021;"04100";"2190730";"cos-oga";"";"0.125";"Autre";"";"Non"
2021;"04100";"2190760";"spinosad";"168316-95-8";"0.006";"Env A";"";"Non"
2021;"04100";"2190808";"huile de colza";"8002-13-9";"0.0078";"Autre";"";"Non"
2021;"04100";"2190808";"pyrethrines";"8003-34-7";"0.000078";"Env A";"";"Non"
2021;"04100";"2190811";"sels de potassium d'acides gras (c8-c18)";"67701-09-1";"0.016";"Autre";"";"Non"
2021;"04100";"2190811";"soufre";"7704-34-9";"0.0064";"Autre";"";"Non"
2021;"04100";"2200059";"huile essentielle d'orange douce";"8028-48-6";"0.024";"Env A";"";"Non"
2021;"04100";"2200354";"fludioxonil";"131341-86-1";"7.5";"Env A";"";"Non"
2021;"04100";"2200526";"acide pelargonique";"112-05-0";"0.254475";"Autre";"";"Non"
2021;"04100";"2200720";"dodine";"2439-10-3";"13.6";"Env A";"";"Non"
2021;"04100";"5100219";"soufre sublime";"7704-34-9";"1188";"Autre";"";"Non"
2021;"04100";"7200313";"alcools terpeniques";"98-55-5";"13.3";"Autre";"";"Non"
2021;"04100";"7400755";"acide alpha naphtylacetique (ana)";"86-87-3";"0.15";"CMR";"";"Non"
2021;"04100";"7500716";"cuivre du sulfate de cuivre";"8011-63-0";"4";"Env A";"Substitution";"Non"
2021;"04100";"7600008";"bupirimate";"41483-43-6";"13.25";"CMR";"";"Non"
2021;"04100";"8400096";"dicamba";"1918-00-9";"2.4";"Env B";"";"Non"
2021;"04100";"8400477";"fenoxycarbe";"72490-01-8";"2.85";"CMR";"";"Non"
2021;"04100";"8400528";"isoxaben";"82558-50-7";"6.250";"Env B";"";"Non"
2021;"04100";"8400574";"propyzamide";"23950-58-5";"12";"CMR";"Substitution";"Non"
2021;"04100";"8400600";"fluroxypyr-meptyl";"81406-37-3";"0.2882";"Autre";"";"Non"
2021;"04100";"8600243";"aclonifen";"74070-46-5";"36";"CMR";"";"Non"
2021;"04100";"8700020";"flurochloridone";"61213-25-0";"1.25";"CMR";"Exclusion";"Non"
2021;"04100";"8700107";"metirame";"9006-42-2";"56";"Env A";"";"Non"
2021;"04100";"8700525";"mancozebe";"8018-01-7";"30";"CMR";"Exclusion";"Non"
2021;"04100";"8800029";"phenmediphame";"13684-63-4";"1.6";"Env A";"";"Non"
